FIPS,Population,White,Black,Native,Asian,Pacific_Islander,Other,Multiracial,Percentage_White,Percentage_Black,Percentage_Native,Percentage_Asian,Percentage_Pacific_Islander,Percentage_Other,Percentage_Multiracial,Percentage_Nonwhite,Percent_Hispanic,Percentage_Household_Poverty,Percentage_DifferentHouseOneYearAgo,Percentage_AbroadOneYearAgo,MedianAge_Total,MedianAge_Male,MedianAge_Female
250250408011,993,194,671,0,7,0,89,32,19.5367573,67.57301108,0,0.704934542,0,8.962739174,3.222557905,80.4632427,32.52769386,71.48594378,11.68177241,0,31.4,23.4,35.5
250250408012,1084,111,202,0,573,0,164,34,10.2398524,18.63468635,0,52.8597786,0,15.12915129,3.136531365,89.7601476,33.02583026,57.01219512,13.86430678,0,36.3,40.4,36.1
250250408013,2021,1844,10,0,128,0,21,18,91.24195943,0.494804552,0,6.333498268,0,1.03908956,0.890648194,8.758040574,10.34141514,4.211332312,24.6412667,1.880257298,36.4,34.4,42.1
250250501011,2011,914,91,213,78,0,169,546,45.45002486,4.525111885,10.5917454,3.87866733,0,8.403779214,27.15067131,54.54997514,77.42416708,12.6459144,26.31048387,0,29.7,28.3,33.8
250250501012,2007,1105,63,0,168,0,284,387,55.05729945,3.139013453,0,8.370702541,0,14.15047334,19.28251121,44.94270055,60.98654709,36.31647211,13.36708861,13.87341772,31.7,34.6,30.9
250250501013,1469,1092,81,0,74,0,13,209,74.33628319,5.513955071,0,5.037440436,0,0.884955752,14.22736555,25.66371681,46.56228727,13.44827586,10.2351314,0,32.5,32.2,33
250250502001,2503,1673,84,0,9,0,0,737,66.83979225,3.355972833,0,0.359568518,0,0,29.4446664,33.16020775,71.19456652,14.66165414,12.83203923,2.16591745,31.7,40.2,29.3
250250502002,975,701,50,0,32,0,36,156,71.8974359,5.128205128,0,3.282051282,0,3.692307692,16,28.1025641,46.35897436,10.38961039,9.730848861,0,39.1,35.9,40.8
250250502003,1013,380,57,0,32,0,109,435,37.51233959,5.626850938,0,3.15893386,0,10.76011846,42.94175716,62.48766041,84.69891412,8.108108108,22.50740375,7.89733465,33.3,33.7,27.3
250250502004,1592,761,39,0,80,0,77,635,47.80150754,2.449748744,0,5.025125628,0,4.836683417,39.88693467,52.19849246,83.73115578,13.76146789,16.34615385,0,30.7,31.5,24.7
250250503001,653,313,53,0,0,0,80,207,47.93261868,8.116385911,0,0,0,12.25114855,31.69984686,52.06738132,60.03062787,8,16.23277182,1.071975498,28.9,29,28.8
250250503002,1489,1008,175,0,153,0,34,119,67.69644056,11.75285426,0,10.27535259,0,2.283411686,7.9919409,32.30355944,38.07924782,47.69230769,12.62592344,0,37.7,36.2,38.9
250250504001,750,586,11,0,12,0,10,131,78.13333333,1.466666667,0,1.6,0,1.333333333,17.46666667,21.86666667,54,10.9929078,19.73333333,0,33.7,33.6,34.3
250250504002,1687,1295,39,13,18,0,138,184,76.76348548,2.311796088,0.770598696,1.06698281,0,8.180201541,10.90693539,23.23651452,56.78719621,8.538350217,14.15770609,1.135005974,37.9,38,37.5
250250505001,2305,1781,46,0,39,0,16,423,77.26681128,1.995661605,0,1.69197397,0,0.694143167,18.35140998,22.73318872,56.09544469,15.0273224,14.35555556,3.022222222,30.9,30.9,30.9
250250506001,1474,943,33,0,27,0,123,348,63.97557666,2.23880597,0,1.831750339,0,8.344640434,23.60922659,36.02442334,74.35549525,18.91304348,12.07366985,1.773533424,31.8,33.6,30.6
250250506002,818,490,76,0,17,0,0,235,59.90220049,9.290953545,0,2.078239609,0,0,28.72860636,40.09779951,66.01466993,8.069164265,25.55012225,0,35.6,35.9,32.9
250250507001,2902,1328,0,28,0,0,136,1410,45.76154376,0,0.964851826,0,0,4.686423156,48.58718125,54.23845624,72.53618194,27.88235294,5.057955743,9.202669477,32.8,30.9,33.7
250250507002,1132,801,2,0,14,0,18,297,70.75971731,0.176678445,0,1.236749117,0,1.590106007,26.23674912,29.24028269,63.69257951,11.9266055,15.02683363,5.008944544,33.5,30.8,39.8
250250507003,1277,592,0,0,0,0,149,536,46.35865309,0,0,0,0,11.66797181,41.9733751,53.64134691,74.86296006,29.56298201,3.404592241,0,32.4,27.2,36.8
250250509011,1560,1095,22,0,29,0,0,414,70.19230769,1.41025641,0,1.858974359,0,0,26.53846154,29.80769231,74.35897436,15.78947368,7.115384615,2.115384615,34.1,34.2,30.8
250250509012,2572,1284,12,0,101,0,21,1154,49.9222395,0.466562986,0,3.926905132,0,0.816485226,44.86780715,50.0777605,69.55676516,16.38924456,9.892301556,1.076984444,33.8,35.1,32.5
250250509013,608,230,40,0,60,0,22,256,37.82894737,6.578947368,0,9.868421053,0,3.618421053,42.10526316,62.17105263,56.25,12.26415094,6.743421053,0,28.8,28.1,29.5
250250510001,2246,1529,0,100,0,0,131,486,68.07658059,0,4.452359751,0,0,5.832591273,21.63846839,31.92341941,43.27693678,13.29411765,8.672329012,0.581135449,36.4,33,40.1
250250510002,880,580,78,70,60,0,20,72,65.90909091,8.863636364,7.954545455,6.818181818,0,2.272727273,8.181818182,34.09090909,31.93181818,35.08353222,7.125890736,0,31.2,26.9,47.4
250250510003,1422,1003,0,0,24,0,214,181,70.53445851,0,0,1.687763713,0,15.04922644,12.72855134,29.46554149,47.0464135,24.65483235,5.441696113,0,33.5,28.8,38.7
250250511011,1336,1173,0,0,0,0,64,99,87.7994012,0,0,0,0,4.790419162,7.410179641,12.2005988,56.21257485,17.75700935,31.28742515,3.517964072,38.2,38.5,38.1
250250511012,1868,1018,230,0,310,0,97,213,54.49678801,12.31263383,0,16.59528908,0,5.192719486,11.40256959,45.50321199,44.43254818,38.65336658,3.319057816,0,31.8,26.2,43.1
250250511013,1928,1341,74,0,99,0,0,414,69.55394191,3.838174274,0,5.134854772,0,0,21.47302905,30.44605809,27.95643154,7.41885626,0.985477178,0,42.2,41.4,50.3
250250511014,1331,1085,27,0,61,0,0,158,81.5176559,2.028549962,0,4.583020285,0,0,11.87077385,18.4823441,36.2133734,2.475247525,5.935386927,0.901577761,40,38.7,43.2
250250512001,103,103,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,80.58252427,0,62.9,,63.5
250250512002,1813,1119,33,0,13,0,188,460,61.72090458,1.820187534,0,0.717043574,0,10.36955323,25.37231109,38.27909542,58.4114727,24.30555556,13.92190153,7.243916242,34.1,34.5,33.8
250250512003,779,585,22,0,110,0,44,18,75.09627728,2.824133504,0,14.12066752,0,5.648267009,2.310654685,24.90372272,10.52631579,4.021447721,16.6449935,1.430429129,34.9,34.6,35
250250601011,1147,1147,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,7.692307692,17.00087184,0,28.6,28.4,29.7
250250601012,646,646,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1.547987616,14.52991453,29.96794872,0,30.6,36.3,28.6
250250601013,1022,1022,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,7.80141844,19.7044335,0,35.5,34.1,38.1
250250601014,983,806,39,0,74,0,47,17,81.99389624,3.967446592,0,7.527975585,0,4.78128179,1.729399797,18.00610376,8.952187182,1.746724891,14.98439126,0,32.4,32,32.5
250250602001,1076,1044,1,0,29,0,2,0,97.0260223,0.092936803,0,2.695167286,0,0.185873606,0,2.973977695,0.278810409,11.01871102,18.88045541,0,31.9,29.7,38
250250602002,1336,1246,0,0,62,0,0,28,93.26347305,0,0,4.640718563,0,0,2.095808383,6.736526946,0.898203593,6.928838951,18.44512195,0.457317073,31,29.8,32.5
250250603011,1586,1563,0,0,0,0,8,15,98.54981084,0,0,0,0,0.504413619,0.945775536,1.450189155,1.639344262,16.05633803,15.22712732,0,33.3,32,37.5
250250603012,738,712,0,0,9,0,17,0,96.47696477,0,0,1.219512195,0,2.303523035,0,3.52303523,1.219512195,8.656716418,34.65753425,0,31.3,29.3,49.1
250250603013,1108,1089,2,0,9,0,5,3,98.28519856,0.180505415,0,0.812274368,0,0.451263538,0.270758123,1.714801444,2.25631769,11.61048689,14.58333333,0.634057971,33.7,30.2,38.1
250250604001,970,970,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,9.879032258,12.16494845,0,36,34.1,42.3
250250604002,1339,1322,0,0,17,0,0,0,98.73039582,0,0,1.269604182,0,0,0,1.269604182,2.464525765,4.012841091,33.38312173,0,27.3,30.8,26.5
250250604003,1196,1161,35,0,0,0,0,0,97.0735786,2.926421405,0,0,0,0,0,2.926421405,2.842809365,19.30693069,11.28762542,0,39,29.7,39.8
250250604004,908,774,61,0,23,0,50,0,85.24229075,6.718061674,0,2.533039648,0,5.50660793,0,14.75770925,7.599118943,6.842105263,23.34801762,0,31.6,31.3,32.5
250250604005,965,888,37,0,22,0,18,0,92.02072539,3.834196891,0,2.279792746,0,1.865284974,0,7.979274611,3.937823834,16.49484536,9.745762712,0,36.8,47.9,28.8
250250605011,888,888,0,0,0,0,0,0,100,0,0,0,0,0,0,0,4.954954955,16.11253197,27.21962617,0,28.3,27.6,28.7
250250605012,898,846,32,0,20,0,0,0,94.20935412,3.563474388,0,2.227171492,0,0,0,5.79064588,3.340757238,8.847736626,29.85409652,0,29.3,26.9,34.3
250250605013,864,796,10,0,42,0,0,16,92.12962963,1.157407407,0,4.861111111,0,0,1.851851852,7.87037037,0,6.281407035,25.69444444,0,30.3,29.2,33.5
250250605014,686,668,0,0,18,0,0,0,97.37609329,0,0,2.623906706,0,0,0,2.623906706,0,0,8.997050147,0,30.1,32.5,29.7
250250605015,720,584,0,0,38,0,98,0,81.11111111,0,0,5.277777778,0,13.61111111,0,18.88888889,13.61111111,13.82636656,15.42776999,0,32,28.9,36.1
250250606001,2679,2314,19,0,273,0,0,73,86.37551325,0.709219858,0,10.19036954,0,0,2.72489735,13.62448675,1.007838746,4.855735398,19.96204934,0,34.6,35.3,34.1
250250607001,650,137,272,0,16,0,196,29,21.07692308,41.84615385,0,2.461538462,0,30.15384615,4.461538462,78.92307692,39.23076923,57.95918367,1.592356688,0.159235669,24.4,17.7,32.2
250250607002,1907,533,538,7,233,0,439,157,27.94965915,28.21185107,0.367068694,12.21814368,0,23.02045097,8.232826429,72.05034085,37.44100682,37.58992806,2.412165705,1.206082853,26.3,21.3,35.4
250250608001,719,672,0,0,19,0,0,28,93.46314325,0,0,2.64255911,0,0,3.894297636,6.536856745,0,20.96219931,2.920723227,0,34.7,29.9,45.1
250250608002,1073,934,0,25,0,0,0,114,87.04566636,0,2.329916123,0,0,0,10.62441752,12.95433364,0.093196645,5.20361991,14.91819057,0,29.4,28.5,29.9
250250608003,1405,1203,0,67,46,0,0,89,85.6227758,0,4.768683274,3.274021352,0,0,6.334519573,14.3772242,1.067615658,0,34.59074733,0,27.9,31,25.8
250250608004,1921,1654,4,0,108,0,151,4,86.10098907,0.208224883,0,5.622071838,0,7.860489328,0.208224883,13.89901093,9.318063509,16.55480984,16.13242249,0,33.9,44.6,31.6
250250610001,1133,1021,74,0,0,0,0,38,90.11473963,6.531332745,0,0,0,0,3.353927626,9.885260371,0.52956752,5.679513185,18.00529568,1.05913504,33.4,36.4,29.9
250250610002,1491,620,301,0,181,0,285,104,41.58283032,20.18779343,0,12.13950369,0,19.11468813,6.97518444,58.41716968,42.38765929,53.33333333,12.07243461,1.274312542,25.9,21.3,28.3
250250610003,566,239,0,0,98,0,229,0,42.22614841,0,0,17.31448763,0,40.45936396,0,57.77385159,59.01060071,80.70175439,2.120141343,0,19.3,17.1,21.2
250250611011,545,229,115,5,84,0,70,42,42.01834862,21.10091743,0.917431193,15.41284404,0,12.8440367,7.706422018,57.98165138,42.93577982,42.42424242,18.53211009,0.917431193,26.6,17.4,32.3
250250611012,1623,476,365,0,318,0,443,21,29.32840419,22.4892175,0,19.59334566,0,27.29513247,1.293900185,70.67159581,47.56623537,58.93300248,4.559457794,0.985828712,32,25.3,38.7
250250612001,2318,2087,76,0,137,0,0,18,90.03451251,3.278688525,0,5.910267472,0,0,0.776531493,9.965487489,2.933563417,4.664310954,24.8921484,1.294219154,33.1,33.3,32.7
250250612002,483,439,18,0,26,0,0,0,90.89026915,3.726708075,0,5.383022774,0,0,0,9.109730849,2.48447205,24.71042471,24.8447205,1.6563147,30.6,29.5,48.2
250250612003,750,717,1,0,15,0,0,17,95.6,0.133333333,0,2,0,0,2.266666667,4.4,0.133333333,7.670454545,14.66666667,0,27.5,26.9,31.6
250250701011,1052,873,0,0,140,0,0,39,82.98479087,0,0,13.30798479,0,0,3.707224335,17.01520913,3.897338403,4.682274247,4.500978474,0,41.9,45.3,41.3
250250701012,308,89,28,0,191,0,0,0,28.8961039,9.090909091,0,62.01298701,0,0,0,71.1038961,6.493506494,30.63063063,57.79220779,2.922077922,47,47.8,41.3
250250701013,727,418,12,0,207,0,28,62,57.49656121,1.650618982,0,28.47317744,0,3.851444292,8.528198074,42.50343879,8.528198074,12.56830601,41.12792297,4.539202201,31.9,30.9,33
250250701014,1745,1397,53,0,211,0,52,32,80.05730659,3.037249284,0,12.09169054,0,2.979942693,1.833810888,19.94269341,9.226361032,7.939189189,32.03438395,2.578796562,26.7,30.1,22
250250701015,198,115,0,0,50,0,0,33,58.08080808,0,0,25.25252525,0,0,16.66666667,41.91919192,5.050505051,0,4.945054945,0,39.1,37.7,43.3
250250701016,458,338,0,0,113,0,0,7,73.79912664,0,0,24.67248908,0,0,1.528384279,26.20087336,19.86899563,47.22222222,30.56768559,9.825327511,26.9,31.6,25.3
250250701017,970,498,47,0,389,0,0,36,51.34020619,4.845360825,0,40.10309278,0,0,3.711340206,48.65979381,10,54.60992908,33.81443299,4.948453608,26.9,25.5,27.5
250250701018,210,177,19,7,0,0,0,7,84.28571429,9.047619048,3.333333333,0,0,0,3.333333333,15.71428571,6.666666667,0,22.38095238,12.85714286,36.9,51.1,33.6
250250702001,1430,196,50,0,1142,0,12,30,13.70629371,3.496503497,0,79.86013986,0,0.839160839,2.097902098,86.29370629,1.888111888,33.20235756,11.72161172,2.564102564,26.8,25.8,27.5
250250702002,1461,71,22,0,1368,0,0,0,4.859685147,1.505817933,0,93.63449692,0,0,0,95.14031485,0,33.39960239,4.996577687,7.734428474,54.1,52.6,54.9
250250702003,2833,1679,18,0,1057,0,4,75,59.26579598,0.635368867,0,37.3102718,0,0.141193082,2.647370279,40.73420402,5.894811154,46.74922601,35.61595482,1.411930815,20.3,20.6,20.2
250250703001,859,641,4,0,184,0,0,30,74.62165308,0.465657742,0,21.42025611,0,0,3.492433062,25.37834692,2.095459837,16.57559199,10.24447031,0,64.9,67.2,61.8
250250703002,893,637,0,0,256,0,0,0,71.33258679,0,0,28.66741321,0,0,0,28.66741321,0,2.315789474,11.95899772,0,30.3,30.7,26.9
250250703003,1309,1120,0,0,19,0,47,123,85.56149733,0,0,1.451489687,0,3.59052712,9.396485867,14.43850267,18.56378915,14.08450704,18.79297173,0,37.4,38.4,37.3
250250703004,1289,1034,69,0,186,0,0,0,80.21722265,5.352986811,0,14.42979054,0,0,0,19.78277735,2.094647013,1.650618982,23.6617533,2.560124127,37.8,37.3,45.7
250250704021,1700,202,165,0,1259,0,62,12,11.88235294,9.705882353,0,74.05882353,0,3.647058824,0.705882353,88.11764706,4.647058824,47.95918367,12.52941176,0.647058824,49.7,49.3,50.1
250250705001,2207,1798,39,0,347,0,0,23,81.46805618,1.767104667,0,15.7227005,0,0,1.04213865,18.53194382,1.26869053,9.634551495,22.86892759,0,39.8,50.3,31.2
250250705002,919,223,0,61,272,0,65,298,24.26550598,0,6.637649619,29.59738847,0,7.072905332,32.4265506,75.73449402,35.69096844,56.60377358,9.466811752,0,49.4,48.7,49.9
250250705003,1305,929,18,0,203,0,105,50,71.18773946,1.379310345,0,15.55555556,0,8.045977011,3.831417625,28.81226054,12.33716475,6.762589928,6.882591093,1.295546559,33.4,33.6,33.2
250250705004,1490,953,135,0,139,0,201,62,63.95973154,9.060402685,0,9.32885906,0,13.48993289,4.161073826,36.04026846,28.79194631,18.98928025,34.36853002,1.035196687,32,33.6,28.4
250250706001,1162,1001,3,0,149,0,0,9,86.14457831,0.258175559,0,12.82271945,0,0,0.774526678,13.85542169,4.388984509,5.12,21.81656278,1.869991095,36.1,39.5,32.7
250250706002,1162,1059,11,0,64,0,28,0,91.13597246,0.946643718,0,5.507745267,0,2.409638554,0,8.864027539,0.860585198,0,21.37271937,0,34,35.1,32.9
250250707001,1633,785,620,0,112,0,71,45,48.07103491,37.96693203,0,6.85854256,0,4.347826087,2.755664421,51.92896509,8.634415187,10.35386632,9.993830969,1.048735349,32.2,28,37.8
250250707002,1333,993,262,0,52,0,26,0,74.49362341,19.65491373,0,3.900975244,0,1.950487622,0,25.50637659,5.101275319,11.8729097,13.98763524,4.173106646,34.7,36.4,33.6
250250708001,1598,996,431,0,157,0,9,5,62.32790989,26.97121402,0,9.824780976,0,0.563204005,0.312891114,37.67209011,15.3942428,17.03703704,29.09887359,0,34.7,40.1,32.4
250250708002,1225,977,115,16,105,0,0,12,79.75510204,9.387755102,1.306122449,8.571428571,0,0,0.979591837,20.24489796,14.53061224,30.49535604,26.04081633,0,24.7,23.5,31.6
250250708003,899,685,112,0,102,0,0,0,76.19577308,12.45828699,0,11.34593993,0,0,0,23.80422692,0,16.70378619,13.34816463,4.338153504,31.9,28.8,36.2
250250709001,2117,1224,428,0,280,0,133,52,57.81766651,20.21728862,0,13.22626358,0,6.282475201,2.456306094,42.18233349,17.00519603,28.21734986,21.65146423,2.208353337,30.7,30.7,30.7
250250709002,1036,362,472,0,49,0,70,83,34.94208494,45.55984556,0,4.72972973,0,6.756756757,8.011583012,65.05791506,24.71042471,25.91836735,12.80788177,1.083743842,37.7,26.9,39.7
250250711011,1631,1016,111,0,307,0,125,72,62.29307174,6.805640711,0,18.82280809,0,7.66400981,4.414469651,37.70692826,19.12936849,32.9281768,17.53525445,0.79705702,36.6,34.3,42.2
250250711012,1503,1088,186,0,83,0,102,44,72.38855622,12.3752495,0,5.522288756,0,6.786427146,2.927478377,27.61144378,11.77644711,10.57692308,29.2866941,0,34.5,35,32.9
250250711013,933,248,146,0,249,0,290,0,26.58092176,15.64844587,0,26.68810289,0,31.08252947,0,73.41907824,31.51125402,48.50088183,46.83815648,0,36.9,46.3,30.5
250250712011,1819,1067,185,0,419,0,85,63,58.65860363,10.17042331,0,23.03463441,0,4.672897196,3.463441451,41.34139637,9.950522265,12.58741259,22.33278054,2.874516307,39.5,42.7,37
250250712012,1579,324,624,0,202,0,266,163,20.51931602,39.51868271,0,12.7929069,0,16.84610513,10.32298923,79.48068398,48.89170361,38.72472784,13.16489362,0,31.6,21.9,35.3
250250801001,2060,512,916,51,53,0,499,29,24.85436893,44.46601942,2.475728155,2.572815534,0,24.22330097,1.40776699,75.14563107,28.73786408,22.4824356,47.52427184,0,34.3,33.5,38.5
250250801002,754,124,595,0,0,0,35,0,16.44562334,78.91246684,0,0,0,4.641909814,0,83.55437666,16.44562334,30.45112782,8.155080214,0,29.4,30.7,28.4
250250803001,2071,272,1184,18,48,0,442,107,13.13375181,57.17044906,0.86914534,2.317720908,0,21.34234669,5.16658619,86.86624819,31.48237566,25.71785268,13.05191655,0,30.8,30.3,31.1
250250804011,1299,237,780,0,23,0,203,56,18.2448037,60.04618938,0,1.770592764,0,15.6274057,4.311008468,81.7551963,39.18398768,22.34848485,10.28481013,0.158227848,33.1,37.2,31.7
250250804012,1696,213,965,0,12,0,404,102,12.55896226,56.89858491,0,0.70754717,0,23.82075472,6.014150943,87.44103774,35.25943396,42.90953545,5.892857143,0,32.4,30.5,33
250250805001,966,265,307,0,40,0,160,194,27.43271222,31.7805383,0,4.140786749,0,16.563147,20.08281573,72.56728778,42.65010352,26.4573991,8.074534161,0.621118012,29.7,25.4,34.9
250250805002,2320,432,1050,0,27,0,784,27,18.62068966,45.25862069,0,1.163793103,0,33.79310345,1.163793103,81.37931034,53.87931034,48.34801762,4.859563085,0.579580918,28.9,22,30.6
250250806011,3223,1990,407,0,672,0,122,32,61.74371703,12.62798635,0,20.85013962,0,3.785293205,0.992863791,38.25628297,8.501396215,41.4084507,50.54297239,7.043127521,20,20.3,19.8
250250806012,904,40,674,0,0,0,142,48,4.424778761,74.55752212,0,0,0,15.7079646,5.309734513,95.57522124,37.27876106,50.16949153,0,0.459770115,20.3,8.3,30.3
250250806013,413,80,285,3,4,0,7,34,19.37046005,69.00726392,0.726392252,0.968523002,0,1.694915254,8.232445521,80.62953995,19.1283293,60.56338028,19.6125908,0,46.8,46.3,53.3
250250808011,2276,1271,580,0,101,0,255,69,55.84358524,25.48330404,0,4.437609842,0,11.20386643,3.031634446,44.15641476,20.69420035,50.2994012,42.13309828,1.762891141,20.1,19.8,20.4
250250808012,1752,257,757,0,375,0,213,150,14.66894977,43.20776256,0,21.40410959,0,12.15753425,8.561643836,85.33105023,45.60502283,40.48027444,9.44476245,5.552375501,24.9,23.1,27.7
250250809001,1147,545,60,0,478,0,43,21,47.51525719,5.231037489,0,41.673932,0,3.748910201,1.830863121,52.48474281,8.195292066,25.2764613,20.40104621,22.66782912,31.5,30,33
250250809002,1636,1313,213,28,63,0,4,15,80.25672372,13.0195599,1.711491443,3.850855746,0,0.244498778,0.916870416,19.74327628,7.212713936,51.67037862,47.55417957,4.458204334,22.8,24.4,22.4
250250809003,1046,880,46,0,111,0,0,9,84.13001912,4.397705545,0,10.61185468,0,0,0.86042065,15.86998088,0,36.23978202,38.14531549,0.764818356,23.1,22.9,23.6
250250810011,487,107,4,0,199,0,162,15,21.97125257,0.821355236,0,40.862423,0,33.26488706,3.080082136,78.02874743,42.29979466,30.31674208,11.90965092,0.205338809,36.4,28.2,38
250250810012,2421,772,599,0,671,0,253,126,31.88764973,24.74184221,0,27.71581991,0,10.45022718,5.204460967,68.11235027,21.10698059,55.71542766,11.77199504,0,31.3,37.7,29.8
250250810013,651,453,60,0,105,0,0,33,69.58525346,9.216589862,0,16.12903226,0,0,5.069124424,30.41474654,0,28.97959184,43.01075269,0,25.7,24.5,31.3
250250810014,1017,671,209,0,121,0,7,9,65.97836775,20.55063913,0,11.89773845,0,0.688298918,0.884955752,34.02163225,7.276302852,44.11764706,51.13077679,0,23.1,23,23.5
250250811001,1382,647,169,21,230,0,280,35,46.81620839,12.22865412,1.519536903,16.64254703,0,20.26049204,2.532561505,53.18379161,23.58900145,31.81818182,28.31858407,2.286135693,25.5,25.6,23.9
250250811002,1986,1111,420,0,256,0,113,86,55.94159114,21.14803625,0,12.89023162,0,5.689828802,4.330312185,44.05840886,18.32829809,37.96407186,27.38398776,3.263640999,28.8,27.4,32.3
250250811003,899,659,113,0,91,0,17,19,73.30367075,12.56952169,0,10.12235818,0,1.890989989,2.113459399,26.69632925,8.453837597,23.67758186,34.60674157,5.842696629,41.3,38,61.2
250250812001,2267,395,1146,0,11,0,633,82,17.42390825,50.5513895,0,0.485222761,0,27.92236436,3.61711513,82.57609175,50.94838994,52.94117647,11.64352888,1.791312136,23.3,14.9,31.3
250250812002,1158,463,92,0,99,0,433,71,39.98272884,7.944732297,0,8.549222798,0,37.39205527,6.131260794,60.01727116,47.06390328,8.962264151,13.51819757,5.372616984,31.4,35.2,28.6
250250813001,1761,462,421,0,81,0,625,172,26.2350937,23.9068711,0,4.599659284,0,35.49119818,9.76717774,73.7649063,53.03804656,49.72375691,16.24077229,1.192504259,29.8,28.3,47.8
250250813002,2264,192,1494,11,53,0,500,14,8.480565371,65.98939929,0.485865724,2.340989399,0,22.08480565,0.618374558,91.51943463,26.28091873,29.93630573,12.15494212,1.95903829,31.3,22.7,37.4
250250813003,1403,366,343,0,0,0,490,204,26.08695652,24.44761226,0,0,0,34.92516037,14.54027085,73.91304348,56.45046329,41.4910859,6.24082232,0,36.7,25.5,41.2
250250814001,917,232,507,0,7,0,152,19,25.29989095,55.28898582,0,0.763358779,0,16.57579062,2.071973828,74.70010905,20.50163577,25.33333333,24.77876106,0.774336283,37.2,37.1,37.3
250250814002,607,139,340,0,38,0,52,38,22.89950577,56.01317957,0,6.26029654,0,8.566721582,6.26029654,77.10049423,13.34431631,27.95275591,19.12751678,0,35.3,26.5,46.3
250250814003,1337,625,502,0,143,0,58,9,46.74644727,37.54674645,0,10.69558714,0,4.338070307,0.673148841,53.25355273,7.180254301,22.01492537,19.5961107,5.908750935,24.3,23.5,27.3
250250815001,957,178,495,0,50,0,197,37,18.59979101,51.72413793,0,5.224660397,0,20.58516196,3.866248694,81.40020899,24.86938349,22.99465241,19.21858501,0,28.6,27.6,30.7
250250815002,1228,155,766,0,16,0,271,20,12.62214984,62.37785016,0,1.302931596,0,22.06840391,1.628664495,87.37785016,35.42345277,37.81512605,5.40765391,0,33.4,27.8,37.6
250250817001,488,0,369,0,0,0,11,108,0,75.6147541,0,0,0,2.254098361,22.13114754,100,6.352459016,40.93264249,4.319654428,0,42.3,42.4,42.2
250250817002,759,15,688,0,0,0,56,0,1.976284585,90.6455863,0,0,0,7.378129117,0,98.02371542,12.38471673,48.9010989,6.192358366,0,42.5,42.8,41.7
250250817003,777,49,584,0,0,0,98,46,6.306306306,75.16087516,0,0,0,12.61261261,5.92020592,93.69369369,17.37451737,38.55799373,0,0,35.6,19.7,43.4
250250817004,588,55,375,0,126,0,23,9,9.353741497,63.7755102,0,21.42857143,0,3.911564626,1.530612245,90.6462585,11.2244898,53.40501792,23.29931973,0,33.8,26.5,45.1
250250817005,725,101,444,11,0,0,62,107,13.93103448,61.24137931,1.517241379,0,0,8.551724138,14.75862069,86.06896552,26.48275862,15.82089552,5.379310345,0,41.4,41.8,40.2
250250818001,1418,170,930,0,0,0,291,27,11.9887165,65.58533145,0,0,0,20.52186178,1.904090268,88.0112835,47.17912553,19.16299559,8.862629247,0,32.8,28.7,34
250250818002,1132,56,956,0,0,0,68,52,4.946996466,84.45229682,0,0,0,6.007067138,4.593639576,95.05300353,17.5795053,54.80572597,33.98751115,0,36.3,39.6,34.8
250250818003,1040,9,819,0,0,0,193,19,0.865384615,78.75,0,0,0,18.55769231,1.826923077,99.13461538,16.25,26.83486239,14.25661914,0,34.8,38.5,34.5
250250819001,626,7,608,0,0,0,11,0,1.118210863,97.12460064,0,0,0,1.757188498,0,98.88178914,3.514376997,24.14860681,15.80698835,0,44.4,37.4,46.8
250250819002,883,212,540,0,18,0,113,0,24.00906002,61.15515289,0,2.038505096,0,12.79728199,0,75.99093998,42.58210646,36.75213675,17.71428571,0,33.3,16.6,34.9
250250819003,840,176,390,0,0,0,194,80,20.95238095,46.42857143,0,0,0,23.0952381,9.523809524,79.04761905,41.42857143,36.98113208,4.880952381,4.880952381,30,30.3,26.4
250250819004,1166,17,977,0,0,0,42,130,1.457975986,83.79073756,0,0,0,3.602058319,11.14922813,98.54202401,21.26929674,52.74261603,16.90017513,0,23.7,12.6,26.7
250250820001,1122,110,988,0,0,0,0,24,9.803921569,88.057041,0,0,0,0,2.139037433,90.19607843,9.982174688,26.2472885,5.525846702,0,45.4,48.1,43.2
250250820002,591,71,427,0,9,0,75,9,12.01353638,72.25042301,0,1.52284264,0,12.69035533,1.52284264,87.98646362,26.22673435,39.56521739,5.583756345,0,45.5,49,45.4
250250820003,1012,205,737,0,16,0,54,0,20.256917,72.82608696,0,1.581027668,0,5.335968379,0,79.743083,27.27272727,48.18763326,19.46640316,0,34.4,19.9,34.8
250250821001,1086,52,814,0,0,0,179,41,4.788213628,74.95395948,0,0,0,16.4825046,3.775322284,95.21178637,28.72928177,44.46952596,22.96157451,1.405810684,24.8,14.6,26
250250821002,1996,174,1216,0,0,0,485,121,8.71743487,60.92184369,0,0,0,24.29859719,6.062124248,91.28256513,39.52905812,51.62287481,19.66959215,0,22.9,16.7,35
250250821003,2161,215,1348,0,95,0,463,40,9.94909764,62.37852846,0,4.396112911,0,21.42526608,1.85099491,90.05090236,25.68255437,34.03846154,16.24248033,1.943544655,32.8,28.3,38.2
