FIPS,Population,White,Black,Native,Asian,Pacific_Islander,Other,Multiracial,Percentage_White,Percentage_Black,Percentage_Native,Percentage_Asian,Percentage_Pacific_Islander,Percentage_Other,Percentage_Multiracial,Percentage_Nonwhite,Percent_Hispanic,Percentage_Household_Poverty,Percentage_DifferentHouseOneYearAgo,Percentage_AbroadOneYearAgo,MedianAge_Total,MedianAge_Male,MedianAge_Female
250250901001,1352,57,932,0,0,0,344,19,4.215976331,68.93491124,0,0,0,25.44378698,1.405325444,95.78402367,39.27514793,50.85959885,4.068047337,0,34.4,29.9,35.8
250250901002,846,105,540,0,0,0,173,28,12.41134752,63.82978723,0,0,0,20.44917258,3.309692671,87.58865248,36.5248227,19.72789116,31.92546584,0,32.5,32.9,31.4
250250901003,847,145,422,0,0,0,243,37,17.11924439,49.82290437,0,0,0,28.68949233,4.368358914,82.88075561,19.24439197,19.63190184,23.37662338,1.298701299,27.8,16.2,29.6
250250901004,1133,41,1007,0,42,0,0,43,3.618711386,88.87908208,0,3.706972639,0,0,3.795233892,96.38128861,2.118270079,33.1147541,10.69518717,2.673796791,29.7,20.8,35.1
250250901005,634,26,592,0,0,0,7,9,4.100946372,93.37539432,0,0,0,1.104100946,1.41955836,95.89905363,2.050473186,35.86956522,15.37216828,0,34.9,34.5,37.2
250250902001,614,94,344,0,0,0,137,39,15.30944625,56.02605863,0,0,0,22.31270358,6.351791531,84.69055375,46.09120521,37.08920188,16.83006536,0,30.9,26.8,38.7
250250902002,807,37,303,0,49,27,364,27,4.58488228,37.5464684,0,6.071871128,3.345724907,45.10532838,3.345724907,95.41511772,40.14869888,42.4437299,7.556675063,3.274559194,33.9,28.8,37.5
250250902003,962,68,472,0,61,0,283,78,7.068607069,49.06444906,0,6.340956341,0,29.41787942,8.108108108,92.93139293,29.62577963,27.93103448,15.38461538,1.975051975,27.7,26.1,31.3
250250903001,902,168,588,0,0,0,146,0,18.62527716,65.18847007,0,0,0,16.18625277,0,81.37472284,44.90022173,31.87919463,39.35698448,0,25.9,18.7,27
250250903002,1888,125,1125,165,0,0,427,46,6.620762712,59.58686441,8.73940678,0,0,22.61652542,2.436440678,93.37923729,29.66101695,45.53706505,3.961456103,0,25,25.7,24.7
250250903003,841,0,668,0,0,0,106,67,0,79.42925089,0,0,0,12.60404281,7.966706302,100,9.393579073,29.83606557,17.71700357,0,30.3,45.1,29
250250904001,572,109,377,0,0,0,86,0,19.05594406,65.90909091,0,0,0,15.03496503,0,80.94405594,48.42657343,33.33333333,1.301115242,0,34,32.2,36
250250904002,1877,203,1301,0,0,0,339,34,10.81513053,69.31273308,0,0,0,18.06073522,1.811401172,89.18486947,26.47842302,47.53787879,9.212730318,1.172529313,26.7,24.1,31
250250904003,652,90,410,0,77,0,0,75,13.80368098,62.88343558,0,11.80981595,0,0,11.50306748,86.19631902,22.08588957,27.37430168,2.607361963,0,21.9,28.1,21.8
250250904004,864,78,396,0,28,0,344,18,9.027777778,45.83333333,0,3.240740741,0,39.81481481,2.083333333,90.97222222,45.48611111,9.489051095,0.578703704,5.902777778,34.1,24.5,47
250250906001,1079,159,647,20,0,0,204,49,14.73586654,59.96292864,1.853568119,0,0,18.90639481,4.541241891,85.26413346,25.39388323,17.71771772,14.17979611,0.556070436,33.7,34.4,33.2
250250906002,1258,107,810,0,9,0,270,62,8.505564388,64.38791733,0,0.715421304,0,21.46263911,4.92845787,91.49443561,18.20349762,24.75247525,4.36187399,1.211631664,32.1,34.3,30
250250907001,1382,590,7,0,504,0,247,34,42.69175109,0.506512301,0,36.46888567,0,17.87264834,2.460202605,57.30824891,17.22141823,36.09467456,6.367583213,6.584659913,33.6,33.6,36
250250907002,1105,792,78,0,93,0,108,34,71.67420814,7.058823529,0,8.416289593,0,9.773755656,3.076923077,28.32579186,0.542986425,18.84615385,13.33946642,2.207911684,32.3,32.2,37.3
250250907003,1339,602,351,31,218,0,137,0,44.95892457,26.21359223,2.315160568,16.28080657,0,10.23151606,0,55.04107543,13.89096341,28.54477612,21.7326363,1.269604182,37.5,39.4,36.2
250250907004,787,445,47,0,0,0,285,10,56.54383736,5.972045743,0,0,0,36.21346887,1.27064803,43.45616264,38.24650572,19.69111969,24.39644219,9.275730623,30.8,30.2,33.2
250250909011,2044,570,320,22,502,0,630,0,27.88649706,15.6555773,1.076320939,24.55968689,0,30.82191781,0,72.11350294,34.93150685,42.94573643,17.23446894,3.907815631,25.4,22,31.5
250250909012,1788,742,205,36,699,0,86,20,41.49888143,11.46532438,2.013422819,39.09395973,0,4.8098434,1.118568233,58.50111857,12.63982103,45.07575758,33.27635328,9.401709402,24.6,24.6,24.5
250250910011,850,102,329,0,410,0,2,7,12,38.70588235,0,48.23529412,0,0.235294118,0.823529412,88,0.705882353,4.135338346,35.11269276,0,34,37,32.1
250250910012,974,469,128,0,309,0,42,26,48.15195072,13.14168378,0,31.724846,0,4.31211499,2.669404517,51.84804928,2.464065708,33.58208955,11.26461211,0,36,36.5,35.5
250250910013,513,504,9,0,0,0,0,0,98.24561404,1.754385965,0,0,0,0,0,1.754385965,5.068226121,8.888888889,20,0,37.8,36.2,48.4
250250910014,880,759,11,0,99,0,0,11,86.25,1.25,0,11.25,0,0,1.25,13.75,2.613636364,5.213270142,10.68181818,0,33.8,34.6,33.6
250250911001,1580,1017,73,0,366,0,93,31,64.36708861,4.620253165,0,23.16455696,0,5.886075949,1.962025316,35.63291139,6.392405063,13.61940299,18.80286272,0,32.9,36.3,30.3
250250911002,1050,686,49,0,131,0,72,112,65.33333333,4.666666667,0,12.47619048,0,6.857142857,10.66666667,34.66666667,14.19047619,17.15039578,25.80952381,0.571428571,26.8,26.2,27.7
250250911003,997,494,49,0,375,0,37,42,49.54864594,4.914744233,0,37.61283852,0,3.7111334,4.212637914,50.45135406,7.221664995,12.09150327,5.755395683,0.411099692,32.3,30.9,32.6
250250911004,742,332,67,0,258,0,85,0,44.74393531,9.029649596,0,34.77088949,0,11.45552561,0,55.25606469,6.064690027,23.26530612,8.894878706,0,34.5,30.1,41
250250911005,1108,467,7,0,376,0,211,47,42.14801444,0.631768953,0,33.93501805,0,19.0433213,4.241877256,57.85198556,1.895306859,25.50143266,19.13123845,1.01663586,31.8,29.3,38.6
250250912001,1035,442,202,11,12,0,177,191,42.70531401,19.51690821,1.062801932,1.15942029,0,17.10144928,18.45410628,57.29468599,22.99516908,13.9088729,21.93236715,0,31.8,34.2,29.7
250250912002,1510,411,540,0,22,0,466,71,27.21854305,35.7615894,0,1.456953642,0,30.86092715,4.701986755,72.78145695,26.02649007,23.97540984,28.79509871,1.15724983,30.5,30,31.7
250250912003,696,401,111,63,9,0,60,52,57.61494253,15.94827586,9.051724138,1.293103448,0,8.620689655,7.471264368,42.38505747,17.81609195,25.92592593,9.077598829,0,39.5,54.4,32.5
250250913001,1535,424,605,0,8,0,452,46,27.62214984,39.41368078,0,0.521172638,0,29.44625407,2.996742671,72.37785016,28.01302932,26.70940171,6.821192053,1.258278146,32.8,32.2,33.9
250250913002,1061,178,455,0,16,0,355,57,16.77662582,42.88407163,0,1.50801131,0,33.45900094,5.372290292,83.22337418,30.72573044,25.0728863,6.159769009,0,31.6,27.9,32
250250914001,1666,252,767,18,27,0,548,54,15.12605042,46.03841537,1.080432173,1.620648259,0,32.89315726,3.241296519,84.87394958,30.25210084,31.71577123,13.14044605,1.32610006,37.2,36.5,44.5
250250914002,1055,134,530,0,0,0,378,13,12.7014218,50.23696682,0,0,0,35.82938389,1.232227488,87.2985782,36.87203791,20.77151335,10.96153846,0,31.8,30.2,39.3
250250915001,2111,405,706,0,118,0,777,105,19.18522027,33.44386547,0,5.589767883,0,36.80720038,4.973945997,80.81477973,19.09047845,26.66666667,6.038647343,2.367149758,32.6,32,33.8
250250915002,1730,79,798,0,133,0,564,156,4.566473988,46.12716763,0,7.687861272,0,32.60115607,9.01734104,95.43352601,23.12138728,19.29824561,18.15493791,0,35.3,35.3,35.2
250250915003,960,99,412,12,0,0,405,32,10.3125,42.91666667,1.25,0,0,42.1875,3.333333333,89.6875,9.375,25.08038585,16.25,0.9375,29,28.9,30.4
250250916001,1616,313,1043,0,0,0,182,78,19.36881188,64.54207921,0,0,0,11.26237624,4.826732673,80.63118812,8.044554455,24.4140625,9.405940594,1.670792079,28.5,19.1,35
250250916002,1323,172,382,0,568,0,201,0,13.00075586,28.87377173,0,42.93272865,0,15.19274376,0,86.99924414,22.44897959,19.1011236,11.92103265,0.227790433,30.3,29.7,31.3
250250916003,443,49,151,0,227,0,16,0,11.06094808,34.08577878,0,51.24153499,0,3.611738149,0,88.93905192,3.611738149,48.81516588,9.026128266,0,40.4,35.8,42.5
250250917001,1394,183,935,5,70,0,161,40,13.1276901,67.07317073,0.358680057,5.021520803,0,11.54949785,2.869440459,86.8723099,19.22525108,26.45011601,5.954088953,3.371592539,31.5,28.2,33.8
250250917002,953,135,487,0,44,0,287,0,14.16579224,51.10178384,0,4.616998951,0,30.11542497,0,85.83420776,30.22035677,29.7029703,12.56599789,2.745512144,28.3,27.4,34.5
250250917003,957,49,535,0,87,0,286,0,5.120167189,55.90386625,0,9.090909091,0,29.88505747,0,94.87983281,25.60083595,26.54545455,27.84810127,0.52742616,35,39.7,29.6
250250918001,1338,293,586,0,3,0,357,99,21.89835575,43.79671151,0,0.224215247,0,26.68161435,7.399103139,78.10164425,18.90881913,40.41994751,24.14050822,0.822122571,40.3,40.4,39.8
250250918002,1234,101,520,0,0,0,586,27,8.184764992,42.13938412,0,0,0,47.48784441,2.188006483,91.81523501,13.77633712,46.7191601,0,4.225352113,34,34.3,29
250250918003,1239,28,1113,0,0,0,59,39,2.259887006,89.83050847,0,0,0,4.761904762,3.147699758,97.74011299,10.16949153,19.21921922,4.834605598,2.544529262,32.1,40.2,28.3
250250919001,1164,58,783,9,0,0,297,17,4.982817869,67.26804124,0.773195876,0,0,25.51546392,1.4604811,95.01718213,26.11683849,8.26873385,1.804123711,1.374570447,34.2,27.3,40.5
250250919002,1053,122,888,0,43,0,0,0,11.58594492,84.33048433,0,4.08357075,0,0,0,88.41405508,8.1671415,37.26235741,17.28395062,0,32.2,43.8,30.1
250250919003,1346,144,873,0,0,0,317,12,10.69836553,64.85884101,0,0,0,23.551263,0.891530461,89.30163447,36.84992571,26.66666667,11.36701337,0,40.4,31.1,45.2
250250919004,453,28,409,0,0,0,0,16,6.181015453,90.28697572,0,0,0,0,3.53200883,93.81898455,10.37527594,6.790123457,6.401766004,0,46.2,48.2,45.1
250250920001,1423,118,706,0,102,0,409,88,8.292340126,49.61349262,0,7.167955025,0,28.74209417,6.18411806,91.70765987,16.65495432,22.40325866,9.574468085,1.843971631,34.2,34.8,31.4
250250920002,2025,94,1298,0,373,0,253,7,4.641975309,64.09876543,0,18.41975309,0,12.49382716,0.345679012,95.35802469,23.75308642,19.65973535,13.52824579,0,35.3,33.1,37.3
250250920003,869,398,433,16,0,0,0,22,45.79976985,49.8273878,1.841196778,0,0,0,2.53164557,54.20023015,57.65247411,57.51072961,14.97076023,0,28.4,32.5,15.9
250250920004,1250,55,1052,0,0,0,101,42,4.4,84.16,0,0,0,8.08,3.36,95.6,33.28,25.83586626,26.5391015,0,28.4,32.1,27.3
250250921011,1835,509,385,0,844,0,97,0,27.73841962,20.98092643,0,45.99455041,0,5.286103542,0,72.26158038,9.70027248,34.36928702,18.95276039,0,37.4,48.4,36.2
250250921012,1383,514,219,0,368,0,9,273,37.16558207,15.835141,0,26.6088214,0,0.650759219,19.73969631,62.83441793,0.361532899,44.03183024,4.903417533,0,32.3,32.1,34.1
250250921013,910,439,471,0,0,0,0,0,48.24175824,51.75824176,0,0,0,0,0,51.75824176,9.89010989,13.7037037,0,0,33.1,29.5,38.9
250250921014,908,293,40,0,518,0,43,14,32.26872247,4.405286344,0,57.04845815,0,4.735682819,1.54185022,67.73127753,7.81938326,23.89162562,7.38177624,0,35,30.5,35.8
250250921015,2063,287,602,0,871,0,285,18,13.91177896,29.18080465,0,42.22006786,0,13.81483277,0.872515754,86.08822104,8.531265148,20.45779685,15.94764905,0,41.1,32.4,52.6
250250922001,877,251,285,0,282,0,50,9,28.62029647,32.49714937,0,32.15507412,0,5.701254276,1.02622577,71.37970353,5.929304447,8.363636364,12.65969803,0,52.6,53.5,44.8
250250922002,1083,140,683,0,141,0,94,25,12.92705448,63.06555863,0,13.01939058,0,8.679593721,2.308402585,87.07294552,2.123730379,4.6875,8.771929825,0,28.3,26.1,29.9
250250922003,765,271,317,0,119,0,17,41,35.4248366,41.4379085,0,15.55555556,0,2.222222222,5.359477124,64.5751634,6.274509804,17.77003484,1.307189542,1.307189542,43.4,44.9,39.3
250250922004,539,227,247,0,31,0,24,10,42.11502783,45.82560297,0,5.751391466,0,4.452690167,1.85528757,57.88497217,17.81076067,20.32258065,12.43042672,0,51.6,54,47.5
250250923001,644,89,486,0,0,0,2,67,13.81987578,75.46583851,0,0,0,0.310559006,10.40372671,86.18012422,9.627329193,23.79032258,8.32,0.64,38.1,40.1,32.5
250250923002,777,123,629,18,0,0,0,7,15.83011583,80.95238095,2.316602317,0,0,0,0.900900901,84.16988417,20.46332046,39.51612903,16.59973226,0,27,17.7,30.3
250250923003,1411,136,1224,37,14,0,0,0,9.638554217,86.74698795,2.622253721,0.992204111,0,0,0,90.36144578,6.236711552,26.69902913,24.08223201,0.660792952,39.2,32,42
250250923004,620,0,542,0,0,0,65,13,0,87.41935484,0,0,0,10.48387097,2.096774194,100,12.41935484,9.782608696,1.290322581,0,33.6,19.9,41.7
250250924001,569,133,420,0,0,0,16,0,23.37434095,73.81370826,0,0,0,2.811950791,0,76.62565905,20.56239016,38.5620915,4.859813084,0,39.1,44.3,39.1
250250924002,1589,8,1568,0,0,0,5,8,0.503461296,98.6784141,0,0,0,0.31466331,0.503461296,99.4965387,11.95720579,23.23049002,28.9624443,0,30,22.9,34
250250924003,1696,91,1465,75,0,0,65,0,5.365566038,86.37971698,4.422169811,0,0,3.83254717,0,94.63443396,30.95518868,22.09492635,12.44103774,0.412735849,26.5,24.8,32.6
250250924004,1093,228,743,82,0,0,0,40,20.8600183,67.97804209,7.502287283,0,0,0,3.659652333,79.1399817,61.11619396,24.05345212,7.156133829,0,27.1,17.3,31.4
250250924005,785,30,691,0,0,0,64,0,3.821656051,88.02547771,0,0,0,8.152866242,0,96.17834395,10.57324841,35.09433962,20.76433121,0,42.5,45.7,40.8
250251001001,270,0,93,0,109,0,0,68,0,34.44444444,0,40.37037037,0,0,25.18518519,100,0,51.72413793,0,0,17.9,8.9,32.7
250251001002,1373,269,1099,5,0,0,0,0,19.59213401,80.04369993,0.36416606,0,0,0,0,80.40786599,20.53896577,16.37931034,20.1019665,1.966496723,34,28.5,36
250251001003,945,111,707,0,0,0,79,48,11.74603175,74.81481481,0,0,0,8.35978836,5.079365079,88.25396825,23.17460317,17.46031746,23.8410596,1.876379691,29.2,30.8,24.8
250251001004,937,195,725,2,1,0,12,2,20.81109925,77.37459979,0.213447172,0.106723586,0,1.280683031,0.213447172,79.18890075,29.24226254,40.5904059,18.24973319,4.482390608,33.4,34.1,32.9
250251001005,560,145,415,0,0,0,0,0,25.89285714,74.10714286,0,0,0,0,0,74.10714286,34.64285714,47.01986755,27.44360902,0,20.9,13.8,32.1
250251001006,1257,268,919,0,0,0,59,11,21.32060461,73.11058075,0,0,0,4.693715195,0.875099443,78.67939539,36.03818616,71.20921305,5.171042164,0.15910899,35,33.6,37.2
250251001007,804,51,649,0,0,0,61,43,6.343283582,80.72139303,0,0,0,7.587064677,5.348258706,93.65671642,26.99004975,47.32824427,5.845771144,0,43.8,49.5,38.4
250251002001,1041,24,866,0,29,0,47,75,2.305475504,83.18924111,0,2.785782901,0,4.514889529,7.204610951,97.6945245,13.06436119,26.61064426,19.71014493,1.54589372,34.4,28.2,37.1
250251002002,593,53,471,0,0,0,36,33,8.937605396,79.42664418,0,0,0,6.070826307,5.564924115,91.0623946,15.0084317,25.44378698,27.01754386,0,24,16,29.7
250251002003,1371,69,1132,0,28,0,90,52,5.032822757,82.567469,0,2.042304887,0,6.564551422,3.792851933,94.96717724,11.0138585,27.63819095,10.4608632,0,30.8,29.7,31.5
250251003001,1207,97,1081,0,18,0,0,11,8.036454018,89.56089478,0,1.491300746,0,0,0.911350456,91.96354598,5.468102734,28.77094972,10.34195163,0,34.3,21.6,37.2
250251003002,847,99,684,0,29,0,7,28,11.68831169,80.75560803,0,3.423848878,0,0.826446281,3.305785124,88.31168831,2.361275089,18.92744479,5.917874396,0,39.6,28.7,43.2
250251003003,805,40,694,0,61,0,0,10,4.968944099,86.21118012,0,7.577639752,0,0,1.242236025,95.0310559,19.13043478,11.92982456,10.78680203,2.030456853,32.9,24.4,44.7
250251003004,783,96,662,0,0,0,25,0,12.2605364,84.54661558,0,0,0,3.19284802,0,87.7394636,16.98595147,28.99159664,0,0,37,40.1,34.9
250251004001,1066,136,630,0,280,0,3,17,12.75797373,59.09943715,0,26.26641651,0,0.281425891,1.594746717,87.24202627,5.065666041,14.71264368,6.848030019,1.219512195,37.4,30.7,40.9
250251004002,1184,287,609,155,42,0,80,11,24.23986486,51.43581081,13.09121622,3.547297297,0,6.756756757,0.929054054,75.76013514,6.756756757,0,6.334459459,1.858108108,45.7,43.8,48
250251004003,998,45,700,0,39,0,205,9,4.509018036,70.14028056,0,3.907815631,0,20.54108216,0.901803607,95.49098196,26.45290581,21.7765043,28.65731463,0,41.3,47.3,41.2
250251004004,1961,69,1646,0,15,0,62,169,3.518612953,83.93676696,0,0.764915859,0,3.161652218,8.618052014,96.48138705,9.484956655,21.71156894,12.63765076,0,31.5,34.6,30.9
250251005001,1390,142,612,0,557,0,57,22,10.21582734,44.02877698,0,40.07194245,0,4.100719424,1.582733813,89.78417266,5.827338129,41.73076923,28.15533981,0.896191187,39.3,42.1,34.4
250251005002,1344,725,531,0,81,0,7,0,53.94345238,39.50892857,0,6.026785714,0,0.520833333,0,46.05654762,15.77380952,12.90877797,24.33035714,0,40.6,42.2,40.4
250251005003,574,133,235,0,144,0,24,38,23.17073171,40.94076655,0,25.08710801,0,4.181184669,6.620209059,76.82926829,12.71777003,8.606557377,11.67247387,0,39.7,40,37.6
250251005004,1999,106,1856,0,0,0,0,37,5.302651326,92.84642321,0,0,0,0,1.850925463,94.69734867,6.553276638,35.86956522,23.86193097,1.350675338,26.9,22.7,31.8
250251005005,1920,272,1387,17,0,0,0,244,14.16666667,72.23958333,0.885416667,0,0,0,12.70833333,85.83333333,35.36458333,29.96254682,0.893796004,0,33.6,37.2,33.4
250251006011,1168,683,106,0,158,0,186,35,58.4760274,9.075342466,0,13.52739726,0,15.92465753,2.996575342,41.5239726,2.910958904,0,0.173913043,0,44.1,46.9,36.1
250251006012,601,336,103,20,113,0,0,29,55.90682196,17.13810316,3.327787022,18.80199667,0,0,4.825291181,44.09317804,0,8.333333333,7.986688852,0,45.7,47.5,43.7
250251006013,1394,260,692,0,266,0,87,89,18.65136298,49.64131994,0,19.08177905,0,6.241032999,6.384505022,81.34863702,9.253945481,11.52416357,8.536585366,0,36.3,35.3,36.7
250251006014,2022,632,828,0,456,0,0,106,31.256182,40.9495549,0,22.55192878,0,0,5.242334322,68.743818,17.8041543,21.1201867,2.27158001,0,35.9,35.9,35.9
250251006031,1100,900,99,0,72,0,0,29,81.81818182,9,0,6.545454545,0,0,2.636363636,18.18181818,5.454545455,8.616780045,14.45454545,0,35.6,37.3,34.5
250251006032,938,599,225,4,108,0,1,1,63.85927505,23.98720682,0.426439232,11.51385928,0,0.106609808,0.106609808,36.14072495,0.106609808,4.314720812,9.334763948,0,41.7,43.2,41.5
250251007001,815,749,9,0,47,0,0,10,91.90184049,1.104294479,0,5.766871166,0,0,1.226993865,8.098159509,0,6.87960688,4.539877301,7.607361963,39.5,34.2,45.5
250251007002,1251,1171,36,0,36,0,0,8,93.60511591,2.877697842,0,2.877697842,0,0,0.639488409,6.394884093,0,11.93737769,15.18784972,0,33.6,33.4,37.1
250251007003,643,641,1,0,0,0,0,1,99.68895801,0.155520995,0,0,0,0,0.155520995,0.311041991,0.155520995,3.630363036,9.983633388,0,41.9,36.8,46
250251007004,930,892,0,0,0,0,9,29,95.91397849,0,0,0,0,0.967741935,3.11827957,4.086021505,0,2.452316076,19.56521739,2.934782609,27.5,26.5,27.8
250251007005,731,597,134,0,0,0,0,0,81.66894665,18.33105335,0,0,0,0,0,18.33105335,14.36388509,5.105105105,15.76704545,0,42.8,33.6,44.5
250251008001,1043,183,588,0,272,0,0,0,17.54554171,56.37583893,0,26.07861937,0,0,0,82.45445829,0,0,1.534036433,0,44,52,39.9
250251008002,1170,853,40,0,178,0,0,99,72.90598291,3.418803419,0,15.21367521,0,0,8.461538462,27.09401709,1.025641026,15.70438799,7.863247863,0,42,32.5,52.5
250251008003,849,549,140,0,160,0,0,0,64.66431095,16.48998822,0,18.84570082,0,0,0,35.33568905,0,0,41.34275618,0,28.2,26.9,28.4
250251008004,1435,621,675,0,0,0,0,139,43.27526132,47.03832753,0,0,0,0,9.68641115,56.72473868,0,6.779661017,6.68989547,0,35.7,26,36.9
250251008005,780,446,134,0,152,0,0,48,57.17948718,17.17948718,0,19.48717949,0,0,6.153846154,42.82051282,0,25.92592593,7.01986755,0,48.6,39,52.8
250251008006,1439,505,689,0,234,0,0,11,35.09381515,47.88047255,0,16.26129256,0,0,0.764419736,64.90618485,0,12.04819277,23.92550143,4.083094556,32.3,32.5,32.1
250251009001,691,299,276,0,106,0,10,0,43.27062229,39.94211288,0,15.34008683,0,1.447178003,0,56.72937771,15.05065123,10.95890411,4.486251809,0,41.4,45,41
250251009002,567,181,197,0,178,0,0,11,31.92239859,34.74426808,0,31.39329806,0,0,1.940035273,68.07760141,0.352733686,1.960784314,16.4021164,5.82010582,34.2,32.4,35.7
250251009003,1060,315,716,0,16,0,3,10,29.71698113,67.54716981,0,1.509433962,0,0.283018868,0.943396226,70.28301887,7.264150943,12.5,23.20754717,0,47,46.7,47.3
250251009004,754,0,744,0,0,0,0,10,0,98.67374005,0,0,0,0,1.326259947,100,0,5.703422053,5.437665782,5.039787798,36.1,34.9,36.2
250251009005,903,234,561,0,108,0,0,0,25.91362126,62.12624585,0,11.96013289,0,0,0,74.08637874,8.194905869,9.821428571,4.983388704,0,37.5,35.6,39.7
250251010011,830,24,772,0,0,0,34,0,2.891566265,93.01204819,0,0,0,4.096385542,0,97.10843373,17.59036145,11.49425287,6.506024096,0,38.7,40.4,32.9
250251010012,814,38,734,0,0,0,42,0,4.668304668,90.17199017,0,0,0,5.15970516,0,95.33169533,5.15970516,14.02597403,8.5995086,0,40.1,39.4,40.5
250251010013,760,0,731,0,0,0,13,16,0,96.18421053,0,0,0,1.710526316,2.105263158,100,0,17.58957655,13.81578947,5.131578947,57.2,56.8,57.3
250251010014,1352,0,1327,0,0,0,0,25,0,98.15088757,0,0,0,0,1.849112426,100,22.18934911,40.0990099,17.89940828,1.99704142,39.2,34.1,42
250251010015,1058,117,941,0,0,0,0,0,11.05860113,88.94139887,0,0,0,0,0,88.94139887,6.710775047,34.92957746,18.24196597,24.85822306,35.5,29.7,35.9
250251010016,1003,62,897,0,0,0,44,0,6.181455633,89.43170489,0,0,0,4.386839482,0,93.81854437,8.175473579,21.91489362,5.691056911,0,47.3,45.5,50.2
250251010021,898,84,596,0,0,0,134,84,9.354120267,66.36971047,0,0,0,14.922049,9.354120267,90.64587973,59.24276169,58.03571429,15.09872242,0,22.5,21.7,24.7
250251010022,2394,288,2092,14,0,0,0,0,12.03007519,87.38512949,0.584795322,0,0,0,0,87.96992481,21.38680033,13.72756072,10.4427736,0,43.9,30.7,50
250251010023,1634,174,1368,0,7,0,63,22,10.64871481,83.72093023,0,0.428396573,0,3.855569155,1.346389229,89.35128519,16.95226438,20.05494505,13.43653251,1.362229102,41.5,44.4,40.4
250251011011,992,127,823,0,0,0,0,42,12.80241935,82.96370968,0,0,0,0,4.233870968,87.19758065,40.92741935,15.06849315,8.266129032,3.629032258,33.8,36.2,32.6
250251011012,1230,42,1153,0,0,0,0,35,3.414634146,93.7398374,0,0,0,0,2.845528455,96.58536585,12.43902439,11.14130435,11.54471545,0,36,36.2,35.7
250251011013,1586,84,1407,0,47,0,12,36,5.296343001,88.71374527,0,2.963430013,0,0.756620429,2.269861286,94.703657,23.89659521,25.7751938,5.410566518,3.119032463,36.7,23.9,43.2
250251011021,935,19,893,0,0,0,0,23,2.032085561,95.50802139,0,0,0,0,2.459893048,97.96791444,5.882352941,4.697986577,28.07775378,0,36.6,25.3,39.1
250251011022,1659,259,1254,0,45,0,14,87,15.61181435,75.58770344,0,2.712477396,0,0.843881857,5.244122966,84.38818565,20.91621459,44.7761194,19.34900542,3.435804702,29.5,26,31.9
250251011023,955,0,955,0,0,0,0,0,0,100,0,0,0,0,0,100,15.81151832,11.00323625,19.66173362,3.065539112,37.4,27.8,38.1
250251011024,1597,97,1430,0,48,0,11,11,6.073888541,89.54289292,0,3.005635567,0,0.688791484,0.688791484,93.92611146,1.377582968,25.84033613,26.19949495,3.535353535,31.8,31.7,34.1
250251101031,666,413,163,0,61,0,21,8,62.01201201,24.47447447,0,9.159159159,0,3.153153153,1.201201201,37.98798799,7.807807808,19.11357341,11.12852665,0,41.4,40.7,44.5
250251101032,793,231,555,0,0,0,7,0,29.12988651,69.98738966,0,0,0,0.882723834,0,70.87011349,58.25977301,30.15075377,24.84237074,0,29.5,26.3,32.4
250251101033,260,102,127,0,0,0,31,0,39.23076923,48.84615385,0,0,0,11.92307692,0,60.76923077,47.30769231,44.23076923,0,0,38.1,38.4,34.8
250251101034,1070,427,89,0,15,0,539,0,39.90654206,8.317757009,0,1.401869159,0,50.37383178,0,60.09345794,59.43925234,30.96446701,6.261682243,0,35.9,56.1,19.7
250251101035,1563,784,164,0,380,0,62,173,50.15994882,10.49264235,0,24.31222009,0,3.966730646,11.06845809,49.84005118,6.717850288,6.587837838,30.13435701,0.831733845,33.3,30.2,34.2
250251101036,1036,889,147,0,0,0,0,0,85.81081081,14.18918919,0,0,0,0,0,14.18918919,4.054054054,2.849002849,14.05460061,0,32.6,29.5,38.4
250251101037,1169,547,406,0,72,0,66,78,46.79213003,34.73053892,0,6.159110351,0,5.645851155,6.672369547,53.20786997,40.37639008,46.91358025,25.70422535,0,26.5,10.7,26.8
250251102011,2380,955,930,8,0,0,417,70,40.12605042,39.07563025,0.336134454,0,0,17.5210084,2.941176471,59.87394958,33.86554622,19.9563795,8.930871619,0.429368828,35,37.6,31.9
250251103011,971,312,400,52,0,0,186,21,32.13182286,41.1946447,5.355303811,0,0,19.15550978,2.162718847,67.86817714,35.22142122,5.194805195,8.959835221,3.604531411,40,40.1,39.5
250251103012,1692,910,531,12,49,0,190,0,53.78250591,31.38297872,0.709219858,2.895981087,0,11.22931442,0,46.21749409,22.45862884,8.744038156,4.021608643,0,40,31.7,45.1
250251104011,1783,828,668,83,20,0,61,123,46.43858665,37.46494672,4.655075715,1.121704992,0,3.421200224,6.898485698,53.56141335,48.73808188,28.10559006,13.96140749,0,31.3,26.8,36.6
250251104012,2047,1208,610,10,103,0,69,47,59.01319003,29.79970689,0.488519785,5.031753786,0,3.370786517,2.29604299,40.98680997,15.43722521,9.791122715,8.353688324,2.540302882,44.7,44.3,45.4
250251104031,1282,369,825,8,51,0,0,29,28.78315133,64.3525741,0.624024961,3.978159126,0,0,2.262090484,71.21684867,39.39157566,34.69387755,23.79095164,0,35.4,24.2,40.4
250251104032,855,547,102,0,22,0,81,103,63.97660819,11.92982456,0,2.573099415,0,9.473684211,12.04678363,36.02339181,22.33918129,7.817589577,10.64327485,0,47.3,47.5,47.2
